NET	The total number of nets: 3153
	0,12,12
	0,12,13
	0,14,15
	0,14,12
	0,16,15
	0,11,14
	0,11,14
	0,12,13
	0,16,16
	0,12,14
	0,12,14
	0,12,14
	0,9,20
	0,7,20
	0,17,16
	0,8,22
	0,9,22
net217	The number of pins: 30
	0,14,33
	0,14,33
	0,16,33
	0,13,33
	0,16,33
	0,24,45
	0,21,45
	0,9,49
	0,17,48
	0,11,49
	0,15,48
	0,8,49
	0,21,45
	0,5,40
	0,7,46
	0,4,46
	0,4,37
	0,6,37
	0,8,46
	0,7,37
	0,6,38
	0,4,44
	0,3,44
	0,4,36
	0,6,39
	0,4,43
	0,6,45
	0,5,44
	0,5,43
	0,6,45
net218	The number of pins: 30
	0,16,47
	0,7,45
	0,19,45
	0,8,43
	0,7,43
	0,8,43
	0,26,43
	0,29,45
	0,17,49
	0,15,48
	0,8,55
	0,6,55
	0,8,54
	0,8,53
	0,9,52
	0,9,54
	0,7,54
	0,13,54
	0,15,54
	0,15,55
	0,10,52
	0,6,54
	0,8,54
	0,7,50
	0,7,54
	0,6,51
	0,29,53
	0,29,51
	0,28,53
	0,23,55
net219	The number of pins: 30
	0,37,45
	0,35,46
	0,40,47
	0,40,48
	0,40,53
	0,28,51
	0,28,53
	0,28,48
	0,28,52
	0,39,46
	0,33,56
	0,41,57
	0,40,57
	0,39,57
	0,40,58
	0,39,57
	0,40,58
	0,33,55
	0,40,57
	0,40,57
	0,39,58
	0,39,58
	0,33,55
	0,39,57
	0,40,56
	0,38,57
	0,37,57
	0,35,57
	0,37,58
	0,34,57
net220	The number of pins: 30
	0,36,49
	0,37,48
	0,32,49
	0,37,49
	0,30,51
	0,27,52
	0,29,54
	0,24,55
	0,36,55
	0,36,56
	0,35,58
	0,35,57
	0,36,59
	0,32,60
	0,33,59
	0,34,59
	0,34,56
	0,34,59
	0,36,57
	0,35,59
	0,34,59
	0,35,60
	0,34,60
	0,36,58
	0,31,60
	0,32,59
	0,33,60
	0,33,59
	0,36,60
	0,36,60
net221	The number of pins: 30
	0,28,41
	0,24,40
	0,26,42
	0,28,44
	0,26,45
	0,24,49
	0,24,51
	0,23,55
	0,26,54
	0,26,56
	0,24,50
	0,23,58
	0,23,58
	0,26,58
	0,28,41
	0,24,58
	0,24,57
	0,26,58
	0,28,58
	0,28,59
	0,27,59
	0,28,58
	0,25,58
	0,27,57
	0,27,59
	0,27,58
	0,27,57
	0,28,59
	0,25,58
	0,27,58
net222	The number of pins: 30
	0,44,9
	0,46,8
	0,47,6
	0,47,7
	0,48,7
	0,46,7
	0,46,10
	0,47,10
	0,41,11
	0,41,13
	0,47,7
	0,48,6
	0,47,6
	0,41,14
	0,44,9
	0,45,11
	0,46,6
	0,46,7
	0,46,8
	0,44,11
	0,45,12
	0,44,12
	0,32,17
	0,47,11
	0,44,11
	0,33,18
	0,44,13
	0,44,14
	0,32,18
	0,44,14
net223	The number of pins: 29
	0,31,17
	0,11,15
	0,9,14
	0,6,17
	0,7,15
	0,21,15
	0,9,14
	0,16,15
	0,8,15
	0,12,14
	0,9,16
	0,11,15
	0,15,15
	0,13,15
	0,31,17
	0,8,15
	0,9,16
	0,9,15
	0,9,17
	0,8,17
	0,5,24
	0,6,24
	0,5,24
	0,5,24
	0,5,25
	0,5,25
	0,22,21
	0,6,26
	0,28,24
net224	The number of pins: 29
	0,58,15
	0,55,15
	0,59,15
	0,58,14
	0,58,16
	0,57,16
	0,58,15
	0,59,15
	0,55,14
	0,58,14
	0,59,15
	0,58,16
	0,55,15
	0,52,14
	0,59,14
	0,58,14
	0,58,15
	0,55,14
	0,58,15
	0,57,16
	0,57,15
	0,54,14
	0,54,14
	0,57,14
	0,57,15
	0,57,15
	0,55,15
	0,52,16
	0,53,15
net225	The number of pins: 28
	0,28,18
	0,40,31
	0,27,34
	0,44,40
	0,45,44
	0,45,53
	0,26,52
	0,45,54
	0,42,54
	0,43,51
	0,44,55
	0,45,50
	0,39,52
	0,41,51
	0,43,55
	0,43,54
	0,42,55
	0,43,54
	0,43,51
	0,43,54
	0,43,54
	0,41,31
	0,44,52
	0,41,54
	0,42,52
	0,39,52
	0,40,53
	0,36,55
net226	The number of pins: 28
	0,18,41
	0,14,38
	0,3,57
	0,2,56
	0,1,58
	0,3,57
	0,2,57
	0,6,54
	0,2,57
	0,3,57
	0,2,57
	0,3,58
	0,20,39
	0,3,56
	0,3,57
	0,2,58
	0,2,57
	0,2,58
	0,1,57
	0,3,56
	0,19,39
	0,4,56
	0,20,47
	0,7,54
	0,6,54
	0,12,56
	0,11,55
	0,10,56
net227	The number of pins: 28
	0,16,42
	0,5,40
	0,4,40
	0,5,42
	0,4,41
	0,15,45
	0,15,50
	0,8,50
	0,8,52
	0,18,54
	0,4,48
	0,7,50
	0,18,54
	0,6,48
	0,5,46
	0,7,47
	0,5,50
	0,5,48
	0,5,47
	0,4,43
	0,4,48
	0,6,52
	0,5,47
	0,5,46
	0,5,48
	0,4,48
	0,4,48
	0,5,46
net228	The number of pins: 28
	0,40,45
	0,44,46
	0,52,45
	0,40,45
	0,42,45
	0,52,45
	0,51,48
	0,52,48
	0,48,52
	0,50,53
	0,43,51
	0,49,49
	0,44,51
	0,47,51
	0,45,50
	0,41,52
	0,49,53
	0,50,51
	0,47,52
	0,50,52
	0,49,48
	0,52,50
	0,50,50
	0,50,51
	0,51,51
	0,51,50
	0,37,52
	0,37,52
net229	The number of pins: 27
	0,32,30
	0,32,32
	0,46,35
	0,28,38
	0,19,42
	0,17,45
	0,14,48
	0,47,50
	0,47,47
	0,45,49
	0,46,48
	0,46,48
	0,46,46
	0,46,49
	0,42,51
	0,46,50
	0,46,46
	0,45,51
	0,47,44
	0,42,48
	0,45,48
	0,46,50
	0,47,47
	0,44,51
	0,43,32
	0,33,31
	0,42,51
net230	The number of pins: 27
	0,9,40
	0,10,42
	0,5,42
	0,4,42
	0,6,42
	0,12,43
	0,11,44
	0,8,45
	0,13,45
	0,9,47
	0,17,45
	0,8,46
	0,5,43
	0,23,47
	0,21,45
	0,3,42
	0,2,42
	0,3,43
	0,5,45
	0,2,44
	0,4,45
	0,3,43
	0,2,42
	0,3,44
	0,3,42
	0,4,46
	0,2,44
net231	The number of pins: 26
	0,33,39
	0,23,48
	0,29,46
	0,23,47
	0,30,47
	0,23,51
	0,40,52
	0,36,48
	0,40,48
	0,36,55
	0,39,39
	0,41,38
	0,36,56
	0,39,39
	0,35,55
	0,37,56
	0,37,56
	0,40,39
	0,35,56
	0,33,48
	0,27,55
	0,41,38
	0,38,56
	0,22,56
	0,23,55
	0,35,56
net232	The number of pins: 26
	0,27,49
	0,24,49
	0,23,52
	0,24,51
	0,21,53
	0,25,49
	0,24,49
	0,19,58
	0,25,55
	0,20,58
	0,20,58
	0,20,58
	0,29,55
	0,23,58
	0,24,58
	0,23,58
	0,19,58
	0,21,58
	0,24,58
	0,24,57
	0,23,57
	0,20,58
	0,22,58
	0,21,58
	0,21,59
	0,23,59
net233	The number of pins: 25
	0,40,27
	0,57,29
	0,61,29
	0,62,32
	0,61,32
	0,60,33
	0,62,32
	0,62,29
	0,62,32
	0,40,26
	0,61,33
	0,62,29
	0,62,33
	0,61,32
	0,61,32
	0,62,32
	0,60,33
	0,62,29
	0,62,30
	0,47,48
	0,61,47
	0,62,32
	0,60,32
	0,60,46
	0,62,29
net234	The number of pins: 25
	0,7,17
	0,13,14
	0,8,16
	0,8,17
	0,8,14
	0,7,17
	0,7,14
	0,7,15
	0,6,16
	0,8,15
	0,7,15
	0,7,16
	0,6,15
	0,35,17
	0,15,17
	0,7,14
	0,7,16
	0,32,18
	0,18,29
	0,14,22
	0,9,18
	0,11,21
	0,17,21
	0,11,29
	0,15,30
net235	The number of pins: 25
	0,7,31
	0,11,31
	0,8,36
	0,8,31
	0,4,42
	0,8,37
	0,14,45
	0,6,55
	0,13,49
	0,5,50
	0,5,51
	0,13,54
	0,6,44
	0,6,49
	0,8,54
	0,4,50
	0,7,55
	0,6,55
	0,8,52
	0,9,54
	0,6,46
	0,7,54
	0,18,55
	0,14,55
	0,7,46
net236	The number of pins: 24
	0,22,36
	0,21,35
	0,22,42
	0,20,44
	0,17,48
	0,8,49
	0,15,50
	0,18,52
	0,8,49
	0,5,48
	0,6,46
	0,22,52
	0,6,47
	0,8,46
	0,6,47
	0,4,44
	0,4,44
	0,4,43
	0,6,45
	0,23,56
	0,23,36
	0,5,44
	0,5,43
	0,6,45
net237	The number of pins: 24
	0,8,33
	0,7,36
	0,10,32
	0,8,36
	0,5,35
	0,9,38
	0,7,39
	0,4,35
	0,6,37
	0,7,37
	0,6,36
	0,7,38
	0,7,37
	0,6,38
	0,7,41
	0,8,40
	0,9,38
	0,9,39
	0,8,41
	0,8,45
	0,11,44
	0,8,45
	0,7,43
	0,7,44
net238	The number of pins: 23
	0,42,15
	0,48,12
	0,49,14
	0,48,13
	0,49,14
	0,49,17
	0,49,14
	0,41,17
	0,49,15
	0,49,15
	0,49,16
	0,49,17
	0,44,12
	0,43,17
	0,50,14
	0,43,15
	0,43,13
	0,23,17
	0,18,17
	0,48,13
	0,20,18
	0,16,18
	0,50,16
net239	The number of pins: 23
	0,10,42
	0,13,45
	0,14,49
	0,13,49
	0,9,47
	0,14,48
	0,4,43
	0,6,46
	0,7,46
	0,4,48
	0,2,42
	0,2,42
	0,3,43
	0,5,45
	0,1,44
	0,4,45
	0,3,43
	0,21,48
	0,3,44
	0,21,48
	0,5,48
	0,7,46
	0,2,44
net240	The number of pins: 23
	0,12,39
	0,1,41
	0,14,38
	0,12,39
	0,12,39
	0,4,40
	0,3,40
	0,6,42
	0,2,41
	0,6,41
	0,5,41
	0,5,39
	0,3,41
	0,3,41
	0,2,40
	0,4,41
	0,1,42
	0,3,39
	0,11,43
	0,8,45
	0,6,45
	0,13,45
	0,8,44
net241	The number of pins: 23
	0,45,38
	0,45,38
	0,51,39
	0,53,42
	0,45,41
	0,53,39
	0,52,45
	0,43,39
	0,53,47
	0,51,45
	0,47,47
	0,50,47
	0,48,46
	0,51,45
	0,47,46
	0,43,39
	0,53,45
	0,47,45
	0,53,45
	0,51,45
	0,49,46
	0,52,45
	0,46,48
net242	The number of pins: 22
	0,41,23
	0,42,17
	0,42,17
	0,35,21
	0,42,18
	0,40,25
	0,40,21
	0,43,20
	0,35,23
	0,37,25
	0,35,23
	0,36,23
	0,40,23
	0,43,20
	0,25,23
	0,35,22
	0,22,24
	0,18,24
	0,26,23
	0,25,24
	0,22,24
	0,27,24
net243	The number of pins: 22
	0,33,12
	0,50,11
	0,33,13
	0,33,11
	0,50,11
	0,51,9
	0,31,11
	0,52,9
	0,50,9
	0,50,9
	0,51,10
	0,51,11
	0,49,11
	0,51,10
	0,50,10
	0,51,9
	0,46,13
	0,42,12
	0,49,12
	0,47,13
	0,48,14
	0,52,14
net244	The number of pins: 22
	0,17,22
	0,8,23
	0,9,24
	0,13,25
	0,10,24
	0,8,25
	0,10,26
	0,9,24
	0,8,23
	0,7,24
	0,15,27
	0,8,24
	0,9,24
	0,7,25
	0,9,26
	0,7,25
	0,9,27
	0,8,27
	0,10,28
	0,10,28
	0,16,28
	0,8,27
net245	The number of pins: 22
	0,42,11
	0,41,7
	0,42,7
	0,41,6
	0,42,12
	0,42,6
	0,43,14
	0,42,6
	0,42,6
	0,41,6
	0,41,12
	0,40,12
	0,41,11
	0,30,12
	0,30,12
	0,41,14
	0,43,12
	0,42,12
	0,42,14
	0,43,12
	0,30,14
	0,31,15
net246	The number of pins: 22
	0,16,40
	0,13,41
	0,16,62
	0,16,62
	0,17,62
	0,17,63
	0,16,42
	0,16,63
	0,17,63
	0,16,63
	0,16,63
	0,17,63
	0,14,45
	0,15,63
	0,16,63
	0,14,51
	0,15,63
	0,15,58
	0,17,59
	0,16,61
	0,14,53
	0,17,62
net247	The number of pins: 21
	0,55,20
	0,57,23
	0,54,20
	0,58,22
	0,58,24
	0,57,21
	0,59,23
	0,54,23
	0,57,22
	0,57,22
	0,57,21
	0,49,23
	0,18,23
	0,50,20
	0,49,20
	0,55,21
	0,58,20
	0,17,28
	0,51,27
	0,52,25
	0,53,28
net248	The number of pins: 21
	0,13,1
	0,17,0
	0,15,2
	0,17,0
	0,13,2
	0,15,0
	0,15,2
	0,18,0
	0,18,1
	0,17,0
	0,17,0
	0,15,1
	0,15,1
	0,17,1
	0,18,0
	0,16,0
	0,16,0
	0,16,1
	0,28,2
	0,17,2
	0,17,1
net249	The number of pins: 20
	0,11,31
	0,9,36
	0,11,31
	0,9,31
	0,7,36
	0,8,32
	0,8,34
	0,23,34
	0,8,36
	0,9,39
	0,18,39
	0,20,40
	0,8,41
	0,24,38
	0,24,39
	0,8,43
	0,8,43
	0,9,44
	0,23,47
	0,12,49
net250	The number of pins: 20
	0,22,18
	0,18,20
	0,16,18
	0,13,20
	0,23,18
	0,17,20
	0,20,20
	0,28,23
	0,27,23
	0,13,20
	0,13,23
	0,23,22
	0,13,21
	0,18,25
	0,13,22
	0,17,27
	0,16,26
	0,17,25
	0,16,36
	0,13,39
net251	The number of pins: 20
	0,38,12
	0,39,12
	0,38,13
	0,39,12
	0,39,14
	0,40,14
	0,40,12
	0,39,14
	0,30,13
	0,38,13
	0,40,12
	0,40,14
	0,38,12
	0,41,14
	0,29,15
	0,41,15
	0,41,15
	0,31,13
	0,29,14
	0,42,14
net252	The number of pins: 19
	0,35,10
	0,41,12
	0,39,11
	0,26,11
	0,26,10
	0,41,12
	0,41,12
	0,40,11
	0,38,11
	0,21,14
	0,39,11
	0,45,16
	0,24,14
	0,24,14
	0,42,13
	0,45,13
	0,22,16
	0,45,16
	0,21,17
net253	The number of pins: 19
	0,64,31
	0,64,33
	0,64,33
	0,64,33
	0,63,32
	0,64,33
	0,64,32
	0,64,32
	0,63,32
	0,64,32
	0,64,32
	0,64,32
	0,64,30
	0,64,32
	0,63,30
	0,63,33
	0,63,32
	0,64,30
	0,64,33
net254	The number of pins: 18
	0,38,11
	0,25,9
	0,39,11
	0,34,12
	0,38,11
	0,36,12
	0,26,13
	0,35,11
	0,25,12
	0,34,13
	0,35,11
	0,26,12
	0,24,12
	0,24,12
	0,26,11
	0,33,12
	0,38,12
	0,36,13
net255	The number of pins: 17
	0,59,46
	0,59,48
	0,59,49
	0,57,54
	0,58,53
	0,59,50
	0,58,51
	0,58,52
	0,58,51
	0,59,48
	0,59,51
	0,59,51
	0,59,47
	0,60,50
	0,60,47
	0,58,48
	0,59,47
net256	The number of pins: 17
	0,30,55
	0,27,54
	0,23,55
	0,24,57
	0,30,54
	0,29,57
	0,30,56
	0,29,57
	0,27,56
	0,26,57
	0,28,57
	0,27,56
	0,27,57
	0,24,57
	0,25,57
	0,29,57
	0,26,57
net257	The number of pins: 16
	0,25,36
	0,32,36
	0,25,38
	0,26,38
	0,43,36
	0,43,36
	0,41,40
	0,43,39
	0,40,52
	0,39,55
	0,36,55
	0,30,54
	0,41,50
	0,39,54
	0,40,55
	0,28,54
net258	The number of pins: 16
	0,22,22
	0,19,22
	0,21,24
	0,19,27
	0,19,24
	0,21,24
	0,20,25
	0,19,23
	0,20,33
	0,25,33
	0,20,33
	0,25,33
	0,23,33
	0,25,33
	0,24,30
	0,25,31
net259	The number of pins: 16
	0,18,26
	0,21,25
	0,20,26
	0,18,26
	0,17,27
	0,21,27
	0,18,29
	0,20,27
	0,24,34
	0,23,34
	0,19,32
	0,21,33
	0,22,33
	0,23,34
	0,20,33
	0,22,36
net260	The number of pins: 16
	0,10,0
	0,10,1
	0,10,0
	0,12,0
	0,11,1
	0,10,0
	0,11,1
	0,10,2
	0,11,0
	0,10,0
	0,10,2
	0,11,0
	0,9,1
	0,9,0
	0,11,0
	0,10,1
net261	The number of pins: 15
	0,8,30
	0,7,29
	0,12,29
	0,16,29
	0,16,29
	0,11,30
	0,11,32
	0,27,31
	0,27,31
	0,28,32
	0,8,42
	0,28,39
	0,28,38
	0,5,42
	0,4,42
net262	The number of pins: 15
	0,8,44
	0,7,44
	0,7,48
	0,13,49
	0,5,50
	0,6,49
	0,5,51
	0,7,49
	0,5,52
	0,4,50
	0,13,54
	0,8,49
	0,8,46
	0,5,49
	0,13,54
net263	The number of pins: 15
	0,28,53
	0,28,47
	0,30,46
	0,28,48
	0,28,52
	0,29,56
	0,28,57
	0,28,57
	0,26,57
	0,28,56
	0,29,55
	0,27,57
	0,27,57
	0,27,56
	0,25,57
net264	The number of pins: 15
	0,50,7
	0,48,8
	0,49,8
	0,47,9
	0,49,8
	0,49,8
	0,49,8
	0,48,8
	0,47,8
	0,46,9
	0,47,11
	0,48,11
	0,47,8
	0,47,8
	0,47,8
net265	The number of pins: 14
	0,49,18
	0,54,21
	0,54,20
	0,53,20
	0,53,18
	0,51,23
	0,51,25
	0,51,27
	0,50,32
	0,51,30
	0,50,33
	0,53,33
	0,49,36
	0,54,36
net266	The number of pins: 14
	0,49,11
	0,48,11
	0,49,11
	0,48,10
	0,47,9
	0,50,9
	0,49,10
	0,49,9
	0,48,11
	0,50,12
	0,49,11
	0,47,9
	0,47,10
	0,48,11
net267	The number of pins: 13
	0,6,43
	0,49,40
	0,14,45
	0,47,54
	0,48,54
	0,48,55
	0,45,53
	0,44,54
	0,44,54
	0,45,55
	0,45,54
	0,45,54
	0,19,54
net268	The number of pins: 13
	0,15,36
	0,15,39
	0,17,36
	0,9,37
	0,15,36
	0,17,39
	0,19,39
	0,22,38
	0,22,39
	0,13,36
	0,17,41
	0,13,41
	0,17,40
net269	The number of pins: 13
	0,27,27
	0,23,29
	0,13,28
	0,12,29
	0,15,29
	0,13,28
	0,16,29
	0,11,26
	0,16,29
	0,12,28
	0,16,28
	0,22,28
	0,16,29
net270	The number of pins: 13
	0,20,25
	0,19,24
	0,21,26
	0,20,25
	0,21,25
	0,19,24
	0,22,24
	0,20,24
	0,22,30
	0,25,30
	0,24,32
	0,24,32
	0,24,30
net271	The number of pins: 13
	0,51,35
	0,49,35
	0,53,35
	0,48,36
	0,51,37
	0,49,36
	0,48,36
	0,49,38
	0,50,40
	0,50,41
	0,49,41
	0,50,37
	0,49,39
net272	The number of pins: 12
	0,18,36
	0,23,38
	0,9,41
	0,49,34
	0,18,37
	0,16,37
	0,15,40
	0,12,39
	0,12,41
	0,12,39
	0,8,40
	0,9,44
net273	The number of pins: 12
	0,17,28
	0,10,29
	0,11,29
	0,8,28
	0,9,28
	0,11,30
	0,11,29
	0,6,35
	0,15,33
	0,18,29
	0,5,40
	0,4,40
net274	The number of pins: 12
	0,43,17
	0,42,17
	0,35,17
	0,41,20
	0,43,20
	0,43,18
	0,43,19
	0,34,23
	0,34,18
	0,35,21
	0,39,19
	0,37,21
net275	The number of pins: 12
	0,18,25
	0,20,26
	0,19,25
	0,22,26
	0,20,27
	0,20,26
	0,20,29
	0,18,30
	0,23,33
	0,21,33
	0,21,33
	0,23,33
net276	The number of pins: 12
	0,52,27
	0,50,30
	0,56,27
	0,49,28
	0,50,29
	0,52,32
	0,51,31
	0,50,33
	0,49,32
	0,49,33
	0,49,33
	0,50,33
net277	The number of pins: 12
	0,20,27
	0,20,27
	0,20,27
	0,20,27
	0,19,27
	0,19,28
	0,22,29
	0,21,29
	0,24,35
	0,21,32
	0,24,34
	0,23,35
net278	The number of pins: 12
	0,53,28
	0,51,28
	0,50,29
	0,51,29
	0,49,30
	0,50,30
	0,50,32
	0,49,34
	0,52,31
	0,51,32
	0,50,34
	0,49,32
net279	The number of pins: 12
	0,18,28
	0,18,26
	0,19,26
	0,22,27
	0,18,27
	0,18,29
	0,22,31
	0,21,28
	0,23,30
	0,23,29
	0,22,27
	0,23,31
net280	The number of pins: 11
	0,22,23
	0,22,23
	0,19,22
	0,19,23
	0,22,23
	0,19,26
	0,19,23
	0,21,25
	0,24,33
	0,24,33
	0,22,33
net281	The number of pins: 11
	0,40,16
	0,37,14
	0,43,14
	0,39,15
	0,38,15
	0,43,16
	0,41,16
	0,44,14
	0,43,16
	0,45,17
	0,43,16
net282	The number of pins: 11
	0,18,27
	0,21,26
	0,19,26
	0,18,27
	0,19,27
	0,21,27
	0,22,30
	0,22,29
	0,24,31
	0,24,34
	0,24,35
net283	The number of pins: 11
	0,15,25
	0,10,26
	0,14,24
	0,21,25
	0,15,25
	0,12,25
	0,11,26
	0,11,26
	0,10,26
	0,13,24
	0,21,26
net284	The number of pins: 10
	0,41,17
	0,45,25
	0,49,19
	0,46,25
	0,46,27
	0,46,26
	0,41,26
	0,49,28
	0,28,29
	0,27,30
net285	The number of pins: 10
	0,28,36
	0,27,36
	0,30,47
	0,30,41
	0,35,49
	0,35,46
	0,33,46
	0,35,46
	0,35,48
	0,31,47
net286	The number of pins: 10
	0,26,37
	0,23,37
	0,26,39
	0,19,37
	0,10,38
	0,18,38
	0,9,41
	0,14,45
	0,26,45
	0,14,47
net287	The number of pins: 10
	0,22,20
	0,16,22
	0,17,21
	0,15,24
	0,14,22
	0,17,27
	0,15,21
	0,18,25
	0,15,28
	0,15,32
net288	The number of pins: 10
	0,52,26
	0,48,24
	0,49,26
	0,50,26
	0,51,31
	0,49,35
	0,49,35
	0,49,42
	0,48,43
	0,48,42
net289	The number of pins: 10
	0,50,26
	0,48,28
	0,52,26
	0,48,29
	0,51,30
	0,52,34
	0,49,35
	0,47,43
	0,48,44
	0,46,43
net290	The number of pins: 10
	0,33,17
	0,34,17
	0,34,21
	0,34,17
	0,34,18
	0,34,17
	0,33,22
	0,30,17
	0,33,21
	0,30,21
net291	The number of pins: 10
	0,26,21
	0,24,21
	0,25,23
	0,25,22
	0,25,21
	0,24,21
	0,24,20
	0,25,21
	0,25,22
	0,25,23
net292	The number of pins: 10
	0,23,29
	0,20,30
	0,24,30
	0,21,33
	0,23,35
	0,19,32
	0,23,33
	0,24,35
	0,24,31
	0,25,35
net293	The number of pins: 10
	0,15,28
	0,16,28
	0,17,33
	0,15,33
	0,14,33
	0,14,33
	0,14,33
	0,16,33
	0,20,34
	0,16,33
net294	The number of pins: 9
	0,26,27
	0,24,32
	0,32,35
	0,34,36
	0,34,39
	0,24,38
	0,34,37
	0,24,39
	0,34,39
net295	The number of pins: 9
	0,28,34
	0,32,36
	0,37,36
	0,28,40
	0,37,37
	0,28,36
	0,43,36
	0,44,40
	0,44,39
net296	The number of pins: 9
	0,25,31
	0,25,32
	0,24,33
	0,27,31
	0,25,34
	0,26,40
	0,27,43
	0,26,47
	0,25,50
net297	The number of pins: 9
	0,50,23
	0,49,24
	0,49,24
	0,50,26
	0,50,31
	0,50,35
	0,50,35
	0,51,36
	0,49,37
net298	The number of pins: 9
	0,51,28
	0,49,27
	0,50,27
	0,48,28
	0,51,32
	0,51,34
	0,50,38
	0,50,37
	0,46,42
net299	The number of pins: 9
	0,21,23
	0,20,24
	0,20,25
	0,21,25
	0,21,28
	0,22,29
	0,22,27
	0,20,29
	0,22,30
net300	The number of pins: 9
	0,22,23
	0,22,22
	0,21,25
	0,21,26
	0,22,27
	0,22,26
	0,22,27
	0,21,28
	0,21,29
net301	The number of pins: 9
	0,19,23
	0,19,27
	0,19,24
	0,18,26
	0,18,25
	0,18,26
	0,19,27
	0,19,26
	0,18,28
net302	The number of pins: 9
	0,22,23
	0,19,24
	0,21,24
	0,20,26
	0,19,26
	0,20,27
	0,20,27
	0,23,29
	0,20,28
net303	The number of pins: 9
	0,20,25
	0,18,26
	0,20,23
	0,19,23
	0,18,28
	0,19,28
	0,18,27
	0,19,28
	0,18,30
net304	The number of pins: 9
	0,19,22
	0,19,22
	0,21,26
	0,19,27
	0,20,26
	0,21,27
	0,21,28
	0,20,27
	0,19,28
net305	The number of pins: 9
	0,19,24
	0,19,26
	0,20,24
	0,19,25
	0,18,29
	0,18,27
	0,20,27
	0,18,29
	0,20,29
net306	The number of pins: 9
	0,22,24
	0,18,27
	0,20,25
	0,17,27
	0,20,26
	0,22,25
	0,20,27
	0,18,27
	0,19,28
net307	The number of pins: 8
	0,17,28
	0,18,31
	0,19,34
	0,19,40
	0,18,41
	0,27,39
	0,16,30
	0,26,40
net308	The number of pins: 8
	0,14,35
	0,10,36
	0,22,35
	0,10,37
	0,18,40
	0,21,40
	0,10,42
	0,10,42
net309	The number of pins: 8
	0,22,31
	0,21,30
	0,24,32
	0,24,33
	0,23,32
	0,22,33
	0,25,33
	0,21,33
net310	The number of pins: 8
	0,34,13
	0,35,13
	0,35,13
	0,36,13
	0,35,16
	0,34,13
	0,34,17
	0,37,17
net311	The number of pins: 8
	0,26,14
	0,27,15
	0,25,15
	0,24,19
	0,22,17
	0,22,19
	0,28,20
	0,31,20
net312	The number of pins: 8
	0,25,30
	0,21,30
	0,23,30
	0,23,33
	0,25,36
	0,23,35
	0,26,36
	0,24,36
net313	The number of pins: 8
	0,51,36
	0,49,40
	0,52,41
	0,49,40
	0,52,36
	0,51,36
	0,50,40
	0,46,42
net314	The number of pins: 8
	0,22,32
	0,18,32
	0,19,33
	0,20,32
	0,19,32
	0,20,32
	0,21,32
	0,18,32
net315	The number of pins: 8
	0,60,33
	0,58,34
	0,60,36
	0,58,36
	0,59,34
	0,59,35
	0,62,38
	0,58,37
net316	The number of pins: 8
	0,61,39
	0,58,37
	0,60,38
	0,60,36
	0,59,36
	0,61,37
	0,58,38
	0,60,37
net317	The number of pins: 8
	0,17,48
	0,17,47
	0,16,46
	0,16,48
	0,17,47
	0,18,47
	0,18,48
	0,15,46
net318	The number of pins: 8
	0,20,30
	0,18,30
	0,17,29
	0,19,30
	0,19,30
	0,18,30
	0,17,30
	0,18,30
net319	The number of pins: 7
	0,26,12
	0,23,14
	0,26,12
	0,24,12
	0,21,12
	0,34,12
	0,20,14
net320	The number of pins: 7
	0,21,26
	0,21,26
	0,21,27
	0,23,26
	0,28,30
	0,28,35
	0,22,35
net321	The number of pins: 7
	0,24,36
	0,28,37
	0,34,38
	0,22,37
	0,16,42
	0,33,39
	0,27,37
net322	The number of pins: 7
	0,51,16
	0,50,16
	0,51,18
	0,50,16
	0,52,15
	0,50,19
	0,50,24
net323	The number of pins: 7
	0,52,26
	0,52,28
	0,53,31
	0,53,35
	0,50,36
	0,49,39
	0,49,41
net324	The number of pins: 7
	0,23,29
	0,23,32
	0,25,35
	0,24,36
	0,23,36
	0,25,36
	0,23,35
net325	The number of pins: 7
	0,25,31
	0,23,32
	0,24,32
	0,23,34
	0,22,35
	0,26,35
	0,26,33
net326	The number of pins: 7
	0,25,30
	0,22,30
	0,26,36
	0,24,36
	0,25,36
	0,24,36
	0,23,37
net327	The number of pins: 7
	0,23,33
	0,22,33
	0,23,35
	0,23,35
	0,22,35
	0,22,37
	0,23,37
net328	The number of pins: 7
	0,24,33
	0,24,35
	0,24,35
	0,24,36
	0,24,35
	0,24,37
	0,26,33
net329	The number of pins: 7
	0,51,33
	0,58,30
	0,50,32
	0,57,32
	0,49,35
	0,50,35
	0,49,35
net330	The number of pins: 7
	0,52,34
	0,50,35
	0,49,35
	0,50,35
	0,50,35
	0,51,34
	0,52,34
net331	The number of pins: 7
	0,52,25
	0,52,23
	0,51,26
	0,50,21
	0,50,27
	0,53,24
	0,50,23
net332	The number of pins: 7
	0,53,15
	0,53,16
	0,53,18
	0,53,18
	0,54,19
	0,53,17
	0,54,20
net333	The number of pins: 7
	0,25,35
	0,24,34
	0,26,36
	0,24,36
	0,25,36
	0,26,35
	0,24,38
net334	The number of pins: 7
	0,23,32
	0,23,31
	0,21,32
	0,22,32
	0,23,32
	0,23,33
	0,23,33
net335	The number of pins: 7
	0,49,22
	0,43,23
	0,50,21
	0,48,24
	0,45,23
	0,45,23
	0,49,25
net336	The number of pins: 6
	0,33,25
	0,29,29
	0,28,31
	0,33,29
	0,32,32
	0,34,37
net337	The number of pins: 6
	0,25,30
	0,20,30
	0,24,30
	0,25,33
	0,24,34
